
                       tr              54                        FIELDID        Not a number                         ID       YES                 Leaf node 
                     base              54                        FIELDID        Not a number                         ID       YES                 Leaf node 
               beginpoint              54                        FIELDID        Not a number                         ID       YES                 Leaf node 
                     b5c6              54                             ID        Not a number                      MINUS        NO                         ID
                        y              54                        FIELDID        Not a number                         ID       YES                 Leaf node 
                       b5              55                             ID        Not a number                   ASSIGNOP       YES                 Leaf node 
                     <---              55                       ASSIGNOP        Not a number                    PROGRAM        NO                   ASSIGNOP
                       b5              55                             ID        Not a number                       PLUS       YES                 Leaf node 
                        +              55                           PLUS        Not a number                   ASSIGNOP        NO                       PLUS
                        1              55                            NUM                    1                      PLUS       YES                 Leaf node 
                       d4              56                             ID        Not a number                   ASSIGNOP       YES                 Leaf node 
                     <---              56                       ASSIGNOP        Not a number                    PROGRAM        NO                   ASSIGNOP
                     b5c6              56                             ID        Not a number                     DIVIDE       YES                 Leaf node 
                        /              56                         DIVIDE        Not a number                   ASSIGNOP        NO                     DIVIDE
                d5cb34567              56                             ID        Not a number                     DIVIDE       YES                 Leaf node 
                    write              57                        IOWRITE        Not a number                    PROGRAM        NO                    IOWRITE
                       d4              57                             ID        Not a number                    IOWRITE       YES                 Leaf node 
                    write              58                        IOWRITE        Not a number                    PROGRAM        NO                    IOWRITE
                        s              58                        FIELDID        Not a number                         ID       YES                 Leaf node 
                       ln              58                        FIELDID        Not a number                         ID       YES                 Leaf node 
               beginpoint              58                        FIELDID        Not a number                         ID       YES                 Leaf node 
                       d4              58                             ID        Not a number                    IOWRITE        NO                         ID
                        x              58                        FIELDID        Not a number                         ID       YES                 Leaf node 
                    write              59                        IOWRITE        Not a number                    PROGRAM        NO                    IOWRITE
                     b5c6              59                             ID        Not a number                    IOWRITE        NO                         ID
                      tag              59                        FIELDID        Not a number                         ID       YES                 Leaf node 
                    _main              27                  MAIN_FUNCTION        Not a number                    PROGRAM        NO              MAIN_FUNCTION
                   return              60                         RETURN        Not a number                    PROGRAM       YES                 Leaf node 
